net,length_um
rf.RAM\[5\]\[31\],27.26
rf.RAM\[24\]\[9\],27.22
rf.RAM\[30\]\[30\],27.21
rf.RAM\[31\]\[9\],27.18
rf.RAM\[18\]\[1\],27.175
_04605_,27.1
rf.RAM\[20\]\[3\],27.08
rf.RAM\[13\]\[5\],27.07
_01583_,27.06
_03899_,27.06
rf.RAM\[13\]\[12\],27.06
rf.RAM\[21\]\[27\],27.06
rf.RAM\[31\]\[26\],27.04
rf.RAM\[20\]\[0\],27
rf.RAM\[31\]\[18\],26.98
rf.RAM\[8\]\[5\],26.98
rf.RAM\[0\]\[22\],26.96
rf.RAM\[10\]\[8\],26.96
rf.RAM\[31\]\[2\],26.96
rf.RAM\[1\]\[11\],26.9
rf.RAM\[24\]\[2\],26.9
_02851_,26.88
_03705_,26.88
rf.RAM\[23\]\[4\],26.84
rf.RAM\[31\]\[20\],26.84
_01614_,26.82
rf.RAM\[16\]\[21\],26.82
rf.RAM\[3\]\[22\],26.82
_01251_,26.81
rf.RAM\[17\]\[19\],26.8
rf.RAM\[7\]\[30\],26.8
_04452_,26.76
rf.RAM\[12\]\[5\],26.76
_04366_,26.7
rf.RAM\[15\]\[9\],26.7
_04357_,26.66
rf.RAM\[3\]\[0\],26.64
rf.RAM\[5\]\[12\],26.62
_03903_,26.56
rf.RAM\[8\]\[0\],26.56
rf.RAM\[17\]\[16\],26.54
_01385_,26.53
_01536_,26.52
rf.RAM\[19\]\[10\],26.52
rf.RAM\[31\]\[6\],26.52
rf.RAM\[26\]\[16\],26.47
rf.RAM\[16\]\[10\],26.44
_04768_,26.42
rf.RAM\[17\]\[7\],26.4
_01621_,26.38
rf.RAM\[29\]\[14\],26.34
_01479_,26.32
_04778_,26.3
rf.RAM\[0\]\[1\],26.3
rf.RAM\[26\]\[4\],26.265
_02961_,26.26
_04283_,26.22
rf.RAM\[16\]\[6\],26.22
rf.RAM\[20\]\[8\],26.22
rf.RAM\[5\]\[2\],26.22
rf.RAM\[10\]\[9\],26.16
rf.RAM\[20\]\[6\],26.16
rf.RAM\[5\]\[19\],26.16
_01545_,26.12
_03061_,26.12
_01247_,26.08
rf.RAM\[22\]\[13\],26.065
rf.RAM\[10\]\[19\],26.06
rf.RAM\[6\]\[13\],26.06
clknet_leaf_134_clock,26.06
rf.RAM\[13\]\[0\],26.02
rf.RAM\[4\]\[9\],26.015
rf.RAM\[26\]\[18\],26
rf.RAM\[16\]\[8\],25.98
rf.RAM\[19\]\[0\],25.98
_03952_,25.94
rf.RAM\[5\]\[9\],25.915
rf.RAM\[12\]\[16\],25.9
rf.RAM\[10\]\[26\],25.88
rf.RAM\[13\]\[31\],25.88
rf.RAM\[16\]\[5\],25.88
rf.RAM\[2\]\[18\],25.87
_03506_,25.84
rf.RAM\[18\]\[8\],25.84
rf.RAM\[12\]\[28\],25.82
_01269_,25.8
rf.RAM\[8\]\[6\],25.8
rf.RAM\[11\]\[10\],25.78
rf.RAM\[25\]\[4\],25.78
_01426_,25.76
_03627_,25.76
rf.RAM\[24\]\[0\],25.74
rf.RAM\[31\]\[30\],25.74
rf.RAM\[26\]\[22\],25.67
_04400_,25.66
rf.RAM\[4\]\[14\],25.66
rf.RAM\[29\]\[21\],25.62
rf.RAM\[22\]\[28\],25.61
rf.RAM\[1\]\[10\],25.6
rf.RAM\[7\]\[29\],25.6
rf.RAM\[24\]\[26\],25.58
_01395_,25.56
rf.RAM\[23\]\[25\],25.54
_04235_,25.5
rf.RAM\[29\]\[23\],25.5
rf.RAM\[11\]\[8\],25.48
rf.RAM\[15\]\[18\],25.46
rf.RAM\[15\]\[8\],25.44
rf.RAM\[19\]\[20\],25.44
rf.RAM\[18\]\[3\],25.43
rf.RAM\[28\]\[30\],25.42
rf.RAM\[0\]\[12\],25.38
rf.RAM\[12\]\[22\],25.38
rf.RAM\[20\]\[23\],25.38
rf.RAM\[6\]\[10\],25.38
rf.RAM\[15\]\[17\],25.36
rf.RAM\[19\]\[14\],25.36
rf.RAM\[8\]\[8\],25.36
rf.RAM\[0\]\[6\],25.3
rf.RAM\[13\]\[4\],25.28
rf.RAM\[20\]\[11\],25.26
rf.RAM\[20\]\[4\],25.26
rf.RAM\[21\]\[31\],25.26
rf.RAM\[29\]\[8\],25.24
_01230_,25.22
_02809_,25.22
rf.RAM\[11\]\[0\],25.18
rf.RAM\[18\]\[31\],25.14
rf.RAM\[7\]\[26\],25.14
rf.RAM\[2\]\[9\],25.125
rf.RAM\[24\]\[25\],25.1
rf.RAM\[28\]\[13\],25.1
rf.RAM\[14\]\[29\],25.09
_04013_,25.06
rf.RAM\[12\]\[11\],25.04
alu.b\[18\],25.02
rf.RAM\[22\]\[12\],25.02
rf.RAM\[29\]\[26\],25.02
_01508_,25
rf.RAM\[25\]\[13\],25
rf.RAM\[3\]\[9\],25
rf.RAM\[7\]\[11\],25
_01692_,24.97
rf.RAM\[3\]\[29\],24.96
rf.RAM\[2\]\[17\],24.95
rf.RAM\[13\]\[8\],24.92
_01389_,24.88
rf.RAM\[7\]\[9\],24.88
rf.RAM\[13\]\[3\],24.86
rf.RAM\[21\]\[8\],24.86
_01335_,24.84
_01595_,24.84
_03962_,24.84
rf.RAM\[25\]\[17\],24.84
rf.RAM\[5\]\[27\],24.84
_01274_,24.82
rf.RAM\[28\]\[9\],24.82
rf.RAM\[14\]\[19\],24.805
rf.RAM\[30\]\[10\],24.79
_01243_,24.78
_01184_,24.76
rf.RAM\[19\]\[18\],24.76
_01669_,24.72
rf.RAM\[5\]\[6\],24.7
rf.RAM\[10\]\[25\],24.68
rf.RAM\[0\]\[11\],24.67
_01367_,24.66
_03053_,24.66
rf.RAM\[20\]\[16\],24.64
rf.RAM\[23\]\[31\],24.64
_01507_,24.6
_01551_,24.6
_04488_,24.6
rf.RAM\[16\]\[28\],24.6
rf.RAM\[21\]\[24\],24.6
rf.RAM\[6\]\[27\],24.6
rf.RAM\[15\]\[20\],24.58
rf.RAM\[21\]\[7\],24.58
rf.RAM\[23\]\[19\],24.58
rf.RAM\[3\]\[15\],24.58
rf.RAM\[28\]\[15\],24.52
rf.RAM\[26\]\[23\],24.5
rf.RAM\[31\]\[14\],24.5
rf.RAM\[15\]\[19\],24.46
_02833_,24.38
rf.RAM\[21\]\[4\],24.38
rf.RAM\[14\]\[26\],24.345
rf.RAM\[17\]\[18\],24.34
rf.RAM\[7\]\[17\],24.34
rf.RAM\[1\]\[23\],24.32
_02754_,24.26
_03003_,24.26
_04045_,24.26
rf.RAM\[1\]\[2\],24.26
rf.RAM\[18\]\[17\],24.225
_01248_,24.22
_01747_,24.22
_01753_,24.22
_03374_,24.22
rf.RAM\[8\]\[4\],24.22
rf.RAM\[12\]\[7\],24.18
rf.RAM\[21\]\[9\],24.17
rf.RAM\[5\]\[26\],24.16
_02864_,24.14
rf.RAM\[1\]\[3\],24.14
rf.RAM\[18\]\[15\],24.13
_04064_,24.12
_04608_,24.12
rf.RAM\[30\]\[28\],24.085
rf.RAM\[13\]\[11\],24.08
rf.RAM\[22\]\[15\],24.08
rf.RAM\[14\]\[6\],24.065
rf.RAM\[25\]\[27\],24.06
rf.RAM\[7\]\[20\],24.02
_01314_,24
_01342_,24
_03874_,24
_03891_,24
_04742_,24
rf.RAM\[0\]\[4\],23.98
rf.RAM\[28\]\[12\],23.98
rf.RAM\[1\]\[9\],23.94
_04278_,23.9
rf.RAM\[0\]\[19\],23.88
rf.RAM\[31\]\[3\],23.88
_02189_,23.86
rf.RAM\[0\]\[17\],23.85
_01794_,23.84
rf.RAM\[22\]\[23\],23.84
rf.RAM\[16\]\[11\],23.8
rf.RAM\[29\]\[4\],23.8
rf.RAM\[21\]\[18\],23.76
rf.RAM\[26\]\[26\],23.74
_01313_,23.68
_04240_,23.68
rf.RAM\[6\]\[15\],23.66
rf.RAM\[12\]\[2\],23.64
rf.RAM\[31\]\[23\],23.63
_01115_,23.6
_03445_,23.58
rf.RAM\[16\]\[1\],23.58
rf.RAM\[1\]\[20\],23.58
rf.RAM\[4\]\[5\],23.56
rf.RAM\[8\]\[15\],23.56
rf.RAM\[18\]\[18\],23.555
rf.RAM\[1\]\[25\],23.51
_04301_,23.5
rf.RAM\[11\]\[31\],23.5
rf.RAM\[13\]\[26\],23.5
rf.RAM\[18\]\[13\],23.49
_01667_,23.46
_02931_,23.46
_03248_,23.46
_04229_,23.46
rf.RAM\[15\]\[2\],23.46
rf.RAM\[21\]\[3\],23.46
rf.RAM\[3\]\[13\],23.46
_03237_,23.42
rf.RAM\[0\]\[13\],23.42
rf.RAM\[24\]\[4\],23.42
rf.RAM\[29\]\[15\],23.4
_03303_,23.38
rf.RAM\[24\]\[28\],23.38
rf.RAM\[1\]\[22\],23.34
rf.RAM\[11\]\[15\],23.32
rf.RAM\[30\]\[14\],23.295
rf.RAM\[25\]\[26\],23.28
_04000_,23.27
rf.RAM\[14\]\[0\],23.25
_04723_,23.22
rf.RAM\[8\]\[1\],23.22
_04480_,23.2
rf.RAM\[19\]\[21\],23.18
rf.RAM\[10\]\[20\],23.16
rf.RAM\[31\]\[12\],23.16
rf.RAM\[27\]\[29\],23.14
_01343_,23.12
_03481_,23.12
rf.RAM\[13\]\[1\],23.12
rf.RAM\[20\]\[13\],23.12
rf.RAM\[9\]\[29\],23.12
_01096_,23.08
_04591_,23.08
rf.RAM\[27\]\[7\],23.065
rf.RAM\[1\]\[27\],23.06
_01628_,23.04
rf.RAM\[14\]\[17\],23.04
rf.RAM\[19\]\[28\],23.04
rf.RAM\[27\]\[10\],23.04
rf.RAM\[5\]\[21\],23.04
rf.RAM\[23\]\[15\],23
_04621_,22.98
rf.RAM\[28\]\[25\],22.98
_01853_,22.975
_01689_,22.94
rf.RAM\[20\]\[19\],22.94
rf.RAM\[3\]\[24\],22.9
rf.RAM\[3\]\[19\],22.86
_03350_,22.84
_03418_,22.84
rf.RAM\[25\]\[7\],22.84
rf.RAM\[20\]\[7\],22.82
rf.RAM\[13\]\[20\],22.76
rf.RAM\[17\]\[8\],22.76
_02813_,22.74
_03143_,22.74
_03260_,22.74
_01425_,22.72
rf.RAM\[11\]\[30\],22.72
_03534_,22.7
rf.RAM\[8\]\[10\],22.7
_01237_,22.66
_04157_,22.62
clknet_leaf_127_clock,22.62
_01796_,22.6
rf.RAM\[6\]\[20\],22.6
_04493_,22.58
rf.RAM\[12\]\[9\],22.52
rf.RAM\[1\]\[8\],22.5
_01231_,22.48
_03664_,22.48
rf.RAM\[7\]\[15\],22.48
rf.RAM\[8\]\[16\],22.44
_01633_,22.42
rf.RAM\[17\]\[5\],22.42
rf.RAM\[20\]\[5\],22.4
_01707_,22.39
rf.RAM\[5\]\[13\],22.38
rf.RAM\[8\]\[13\],22.38
rf.RAM\[15\]\[21\],22.34
rf.RAM\[17\]\[11\],22.34
_03960_,22.26
rf.RAM\[0\]\[0\],22.22
rf.RAM\[26\]\[30\],22.22
rf.RAM\[27\]\[25\],22.2
_03277_,22.18
rf.RAM\[28\]\[7\],22.18
_01133_,22.16
_03976_,22.16
_02962_,22.12
_03068_,22.12
_03435_,22.12
rf.RAM\[22\]\[19\],22.12
rf.RAM\[15\]\[14\],22.1
rf.RAM\[31\]\[31\],22.08
rf.RAM\[5\]\[29\],22.08
_01492_,22.06
_03728_,22.04
rf.RAM\[1\]\[15\],22.04
rf.RAM\[8\]\[12\],22.04
rf.RAM\[9\]\[10\],22.04
rf.RAM\[0\]\[3\],22
rf.RAM\[27\]\[27\],22
rf.RAM\[27\]\[31\],21.98
_01580_,21.96
_04784_,21.96
rf.RAM\[29\]\[12\],21.96
_01655_,21.92
rf.RAM\[14\]\[8\],21.91
rf.RAM\[20\]\[24\],21.88
rf.RAM\[3\]\[4\],21.86
_01476_,21.84
rf.RAM\[17\]\[30\],21.84
rf.RAM\[9\]\[17\],21.84
_03253_,21.82
rf.RAM\[12\]\[13\],21.78
rf.RAM\[12\]\[18\],21.78
rf.RAM\[21\]\[22\],21.76
rf.RAM\[29\]\[18\],21.76
rf.RAM\[29\]\[28\],21.74
rf.RAM\[3\]\[16\],21.74
_03078_,21.7
_04680_,21.7
rf.RAM\[31\]\[7\],21.7
rf.RAM\[7\]\[0\],21.7
_01708_,21.68
_03624_,21.66
rf.RAM\[8\]\[25\],21.66
rf.RAM\[3\]\[23\],21.64
rf.RAM\[5\]\[0\],21.64
_01653_,21.62
rf.RAM\[0\]\[31\],21.62
rf.RAM\[3\]\[2\],21.62
_01207_,21.6
_01524_,21.58
rf.RAM\[14\]\[14\],21.575
_01214_,21.56
_01626_,21.54
rf.RAM\[10\]\[12\],21.54
rf.RAM\[31\]\[25\],21.54
rf.RAM\[6\]\[6\],21.54
clknet_leaf_73_clock,21.54
_04577_,21.5
rf.RAM\[15\]\[27\],21.5
_04085_,21.48
rf.RAM\[5\]\[22\],21.44
_01099_,21.42
rf.RAM\[15\]\[15\],21.42
rf.RAM\[9\]\[14\],21.4
_04112_,21.38
rf.RAM\[12\]\[14\],21.38
_01510_,21.36
_02843_,21.36
rf.RAM\[7\]\[4\],21.36
rf.RAM\[11\]\[18\],21.34
rf.RAM\[31\]\[21\],21.33
_03923_,21.32
rf.RAM\[12\]\[8\],21.32
rf.RAM\[5\]\[30\],21.32
rf.RAM\[1\]\[26\],21.3
rf.RAM\[27\]\[20\],21.3
rf.RAM\[12\]\[10\],21.28
_04554_,21.26
_01561_,21.24
rf.RAM\[1\]\[19\],21.22
_03406_,21.2
rf.RAM\[2\]\[19\],21.2
rf.RAM\[3\]\[3\],21.2
rf.RAM\[26\]\[9\],21.19
rf.RAM\[1\]\[12\],21.18
rf.RAM\[8\]\[23\],21.18
_04523_,21.16
rf.RAM\[6\]\[21\],21.16
rf.RAM\[8\]\[11\],21.16
_01119_,21.14
rf.RAM\[15\]\[11\],21.14
rf.RAM\[29\]\[31\],21.14
_01569_,21.12
_03697_,21.12
_02004_,21.1
_03619_,21.1
rf.RAM\[10\]\[30\],21.08
rf.RAM\[9\]\[28\],21.08
rf.RAM\[15\]\[16\],21.06
rf.RAM\[2\]\[15\],21.03
_04215_,21
_03512_,20.98
rf.RAM\[2\]\[24\],20.98
rf.RAM\[0\]\[29\],20.96
rf.RAM\[23\]\[9\],20.96
_03977_,20.94
rf.RAM\[15\]\[12\],20.94
_03132_,20.92
rf.RAM\[24\]\[14\],20.92
rf.RAM\[13\]\[29\],20.86
rf.RAM\[22\]\[1\],20.84
_03174_,20.82
rf.RAM\[25\]\[14\],20.82
rf.RAM\[4\]\[15\],20.8
_04292_,20.78
rf.RAM\[9\]\[2\],20.78
rf.RAM\[30\]\[13\],20.77
rf.RAM\[8\]\[9\],20.76
_01694_,20.735
rf.RAM\[8\]\[24\],20.72
_04153_,20.7
rf.RAM\[1\]\[24\],20.7
rf.RAM\[3\]\[20\],20.7
_01780_,20.68
_04537_,20.66
_04746_,20.66
rf.RAM\[16\]\[29\],20.66
rf.RAM\[25\]\[19\],20.66
rf.RAM\[31\]\[10\],20.64
_01122_,20.62
_01645_,20.62
_01652_,20.58
rf.RAM\[23\]\[1\],20.56
_01611_,20.54
rf.RAM\[8\]\[31\],20.54
rf.RAM\[9\]\[31\],20.54
rf.RAM\[2\]\[22\],20.53
_04406_,20.52
rf.RAM\[5\]\[8\],20.52
rf.RAM\[8\]\[30\],20.52
rf.RAM\[9\]\[19\],20.52
_01232_,20.5
rf.RAM\[2\]\[26\],20.465
_01431_,20.46
rf.RAM\[16\]\[26\],20.455
_04369_,20.44
rf.RAM\[25\]\[21\],20.44
rf.RAM\[30\]\[18\],20.41
rf.RAM\[1\]\[6\],20.4
rf.RAM\[20\]\[26\],20.4
rf.RAM\[7\]\[10\],20.4
rf.RAM\[7\]\[8\],20.4
rf.RAM\[8\]\[7\],20.4
_03946_,20.38
rf.RAM\[4\]\[19\],20.38
rf.RAM\[0\]\[10\],20.36
_01503_,20.32
_03138_,20.32
rf.RAM\[10\]\[11\],20.3
rf.RAM\[8\]\[20\],20.3
rf.RAM\[9\]\[3\],20.3
rf.RAM\[18\]\[14\],20.295
rf.RAM\[26\]\[31\],20.275
rf.RAM\[30\]\[7\],20.235
_04194_,20.22
_01720_,20.2
rf.RAM\[25\]\[30\],20.2
rf.RAM\[4\]\[11\],20.18
_01638_,20.16
rf.RAM\[4\]\[4\],20.16
_03869_,20.135
_01769_,20.12
rf.RAM\[27\]\[9\],20.12
_04740_,20.1
rf.RAM\[6\]\[12\],20.1
rf.RAM\[5\]\[10\],20.06
rf.RAM\[0\]\[15\],20.02
rf.RAM\[12\]\[15\],20.02
rf.RAM\[22\]\[26\],20.02
rf.RAM\[12\]\[30\],20
_03309_,19.98
rf.RAM\[20\]\[10\],19.98
rf.RAM\[9\]\[21\],19.96
rf.RAM\[3\]\[10\],19.94
rf.RAM\[13\]\[22\],19.92
_04482_,19.9
rf.RAM\[25\]\[8\],19.9
rf.RAM\[31\]\[1\],19.9
_03415_,19.86
rf.RAM\[19\]\[1\],19.83
_01531_,19.82
rf.RAM\[16\]\[9\],19.82
rf.RAM\[25\]\[29\],19.82
rf.RAM\[16\]\[30\],19.8
rf.RAM\[2\]\[12\],19.795
rf.RAM\[13\]\[17\],19.78
clknet_leaf_197_clock,19.74
_01390_,19.72
rf.RAM\[21\]\[17\],19.72
_01698_,19.7
rf.RAM\[16\]\[2\],19.7
rf.RAM\[19\]\[7\],19.7
rf.RAM\[2\]\[31\],19.695
rf.RAM\[13\]\[2\],19.66
_01372_,19.64
_04681_,19.64
rf.RAM\[20\]\[12\],19.64
rf.RAM\[14\]\[16\],19.615
rf.RAM\[17\]\[31\],19.6
rf.RAM\[19\]\[23\],19.6
_04472_,19.58
rf.RAM\[16\]\[0\],19.58
rf.RAM\[4\]\[1\],19.56
_04086_,19.54
_01544_,19.53
_01324_,19.52
rf.RAM\[24\]\[30\],19.48
_04751_,19.46
_01637_,19.44
_03525_,19.44
rf.RAM\[1\]\[5\],19.44
_03474_,19.4
_04611_,19.4
_01765_,19.38
rf.RAM\[21\]\[15\],19.38
_04173_,19.36
rf.RAM\[13\]\[21\],19.36
_03568_,19.32
rf.RAM\[14\]\[1\],19.29
_01475_,19.28
rf.RAM\[25\]\[18\],19.28
rf.RAM\[9\]\[16\],19.26
clknet_leaf_64_clock,19.24
_04440_,19.22
rf.RAM\[12\]\[31\],19.22
_03072_,19.2
rf.RAM\[20\]\[1\],19.2
_02929_,19.14
rf.RAM\[0\]\[18\],19.14
rf.RAM\[4\]\[22\],19.14
rf.RAM\[6\]\[0\],19.14
rf.RAM\[17\]\[24\],19.12
rf.RAM\[19\]\[19\],19.12
rf.RAM\[19\]\[3\],19.1
rf.RAM\[26\]\[7\],19.1
_03724_,19.08
rf.RAM\[0\]\[5\],19.06
rf.RAM\[0\]\[14\],19.02
rf.RAM\[4\]\[8\],19.02
rf.RAM\[8\]\[14\],19.02
_04120_,19
rf.RAM\[13\]\[18\],18.98
_03717_,18.96
_04016_,18.96
_03959_,18.94
rf.RAM\[17\]\[17\],18.94
rf.RAM\[20\]\[2\],18.94
_03733_,18.92
rf.RAM\[22\]\[25\],18.92
rf.RAM\[30\]\[12\],18.915
_01420_,18.9
rf.RAM\[24\]\[17\],18.9
_04303_,18.88
_01350_,18.82
_00387_,18.8
_01519_,18.8
_01477_,18.78
_04147_,18.74
rf.RAM\[2\]\[2\],18.73
_01751_,18.72
_01541_,18.71
rf.RAM\[3\]\[6\],18.71
rf.RAM\[16\]\[18\],18.7
rf.RAM\[4\]\[30\],18.7
rf.RAM\[7\]\[12\],18.7
rf.RAM\[16\]\[17\],18.68
rf.RAM\[19\]\[26\],18.66
_04392_,18.62
rf.RAM\[9\]\[11\],18.62
_02880_,18.6
_03524_,18.6
_01228_,18.56
_01311_,18.54
_03361_,18.52
rf.RAM\[9\]\[4\],18.52
_04225_,18.5
_04339_,18.48
_04447_,18.48
rf.RAM\[24\]\[23\],18.48
_02935_,18.44
rf.RAM\[17\]\[4\],18.44
rf.RAM\[2\]\[8\],18.435
rf.RAM\[10\]\[15\],18.42
_03822_,18.4
rf.RAM\[8\]\[28\],18.4
_03700_,18.38
_04720_,18.38
rf.RAM\[18\]\[10\],18.37
_01191_,18.36
_03389_,18.36
rf.RAM\[21\]\[29\],18.36
rf.RAM\[4\]\[25\],18.36
rf.RAM\[30\]\[8\],18.35
_01416_,18.34
rf.RAM\[25\]\[25\],18.34
_01534_,18.32
_03607_,18.28
rf.RAM\[29\]\[29\],18.28
rf.RAM\[25\]\[15\],18.22
_01289_,18.2
rf.RAM\[10\]\[14\],18.2
rf.RAM\[30\]\[31\],18.2
_03252_,18.14
_03559_,18.14
rf.RAM\[23\]\[26\],18.1
rf.RAM\[6\]\[11\],18.08
_03228_,18.06
_04087_,18.06
rf.RAM\[5\]\[23\],18.04
_03643_,18.02
_03895_,18.02
rf.RAM\[4\]\[18\],18.02
rf.RAM\[6\]\[31\],18.02
_01739_,18
rf.RAM\[12\]\[4\],18
_01233_,17.98
rf.RAM\[14\]\[31\],17.955
_03391_,17.94
rf.RAM\[9\]\[7\],17.88
_03889_,17.86
rf.RAM\[7\]\[7\],17.86
rf.RAM\[17\]\[15\],17.78
_01284_,17.76
_01357_,17.76
rf.RAM\[3\]\[12\],17.76
rf.RAM\[7\]\[13\],17.76
rf.RAM\[14\]\[30\],17.715
_03046_,17.68
_03265_,17.68
_04136_,17.68
rf.RAM\[21\]\[14\],17.64
rf.RAM\[8\]\[17\],17.64
_03098_,17.58
rf.RAM\[29\]\[27\],17.54
_04267_,17.46
rf.RAM\[4\]\[23\],17.44
rf.RAM\[10\]\[18\],17.4
_01088_,17.34
_03579_,17.34
_01717_,17.32
rf.RAM\[15\]\[24\],17.3
rf.RAM\[2\]\[16\],17.28
_01590_,17.24
_03223_,17.22
_04036_,17.22
_04096_,17.22
_04417_,17.2
_01319_,17.18
rf.RAM\[24\]\[5\],17.18
rf.RAM\[27\]\[8\],17.18
_01578_,17.14
_02808_,17.14
rf.RAM\[13\]\[6\],17.14
_01677_,17.12
rf.RAM\[13\]\[23\],17.12
_01615_,17.08
rf.RAM\[6\]\[30\],17.08
_01620_,17.06
_01229_,16.94
_03142_,16.94
rf.RAM\[6\]\[5\],16.94
rf.RAM\[1\]\[4\],16.9
_03257_,16.88
_01696_,16.86
_02041_,16.86
rf.RAM\[29\]\[2\],16.84
rf.RAM\[4\]\[28\],16.78
_01442_,16.76
_04315_,16.76
_03592_,16.72
rf.RAM\[9\]\[15\],16.72
_01424_,16.7
rf.RAM\[20\]\[22\],16.7
_01488_,16.68
_03931_,16.68
_04585_,16.68
rf.RAM\[1\]\[21\],16.68
_03392_,16.66
_03016_,16.64
rf.RAM\[6\]\[8\],16.64
_03276_,16.6
rf.RAM\[17\]\[29\],16.6
_03615_,16.56
_04075_,16.56
_04774_,16.56
rf.RAM\[2\]\[13\],16.53
_01299_,16.52
_03819_,16.44
_04160_,16.32
rf.RAM\[20\]\[29\],16.32
_04376_,16.3
_03261_,16.26
_03653_,16.26
_04202_,16.26
_01465_,16.235
_02786_,16.22
_03167_,16.22
_03937_,16.22
_04667_,16.22
_01740_,16.18
rf.RAM\[6\]\[16\],16.18
rf.RAM\[5\]\[24\],16.16
_01693_,16.14
_01171_,16.12
rf.RAM\[6\]\[19\],16.12
rf.RAM\[24\]\[18\],16.08
_01540_,16.02
_01582_,16
_03160_,15.96
_01557_,15.94
_03622_,15.94
rf.RAM\[12\]\[6\],15.94
alu.b\[5\],15.92
rf.RAM\[16\]\[16\],15.92
_04105_,15.9
rf.RAM\[4\]\[12\],15.9
_04004_,15.88
_04217_,15.84
_01271_,15.8
_03637_,15.8
_03692_,15.8
_03951_,15.8
_04779_,15.8
rf.RAM\[8\]\[18\],15.8
_01436_,15.76
_04483_,15.76
_01305_,15.72
_04536_,15.72
rf.RAM\[21\]\[26\],15.72
alu.b\[14\],15.7
rf.RAM\[24\]\[10\],15.7
rf.RAM\[5\]\[17\],15.68
rf.RAM\[10\]\[29\],15.64
_01563_,15.615
_04486_,15.6
_03218_,15.56
_03469_,15.5
rf.RAM\[6\]\[29\],15.5
_01306_,15.46
_03090_,15.46
_04070_,15.46
_04590_,15.46
_01520_,15.44
_02766_,15.38
rf.RAM\[24\]\[8\],15.38
_03956_,15.34
_03963_,15.34
_01204_,15.3
_03722_,15.3
_04142_,15.26
rf.RAM\[1\]\[30\],15.26
_01275_,15.22
_04132_,15.22
_04253_,15.22
_04269_,15.22
rf.RAM\[21\]\[1\],15.22
_02969_,15.205
_03229_,15.18
_02873_,15.14
_03355_,15.14
rf.RAM\[12\]\[3\],15.12
rf.RAM\[8\]\[19\],15.1
_03158_,15.04
_03429_,14.92
rf.RAM\[27\]\[30\],14.92
rf.RAM\[29\]\[10\],14.9
_03036_,14.88
_03162_,14.88
_03714_,14.88
_03837_,14.88
_04143_,14.88
_01657_,14.86
rf.RAM\[13\]\[9\],14.86
_03113_,14.8
_01288_,14.78
_01353_,14.78
rf.RAM\[4\]\[3\],14.78
_03657_,14.76
_03944_,14.76
_04316_,14.76
_01283_,14.72
_01155_,14.64
_04371_,14.64
rf.RAM\[9\]\[30\],14.62
_04128_,14.54
rf.RAM\[5\]\[16\],14.54
_01690_,14.52
_01743_,14.46
_04006_,14.44
_01260_,14.42
_04497_,14.42
_04348_,14.4
_04080_,14.38
_01177_,14.36
_01752_,14.34
_02217_,14.34
_03077_,14.32
_01523_,14.3
_03066_,14.3
_04129_,14.3
_00383_,14.235
rf.RAM\[5\]\[4\],14.22
_01282_,14.18
_03189_,14.14
_03667_,14.14
_04203_,14.14
_03677_,14.12
_01493_,14.1
_03120_,14.1
rf.RAM\[13\]\[30\],14.04
_03164_,14.02
_04031_,14.02
_04271_,14.02
_03678_,14
rf.RAM\[21\]\[30\],14
_01360_,13.96
_01724_,13.96
_03539_,13.96
_03582_,13.96
_04219_,13.96
_04286_,13.96
_01471_,13.94
rf.RAM\[28\]\[18\],13.94
_01225_,13.92
_01469_,13.88
_01790_,13.88
_03145_,13.88
rf.RAM\[10\]\[16\],13.88
rf.RAM\[30\]\[11\],13.865
_01755_,13.86
_03565_,13.86
_03178_,13.84
_04713_,13.84
_01460_,13.83
_01766_,13.82
_01298_,13.76
_01629_,13.76
_03898_,13.76
_03425_,13.72
_03953_,13.72
rf.RAM\[9\]\[6\],13.7
_03224_,13.68
_03727_,13.68
_01784_,13.66
_03518_,13.66
_04260_,13.66
_03149_,13.62
_04294_,13.62
_04572_,13.62
rf.RAM\[13\]\[28\],13.62
_01723_,13.54
_03019_,13.54
_03289_,13.54
_03634_,13.54
_03652_,13.54
_03691_,13.54
_02875_,13.5
_03596_,13.5
_03684_,13.5
_04297_,13.5
_04477_,13.5
_03930_,13.46
_04258_,13.46
_02859_,13.42
_02954_,13.42
_03215_,13.42
_02888_,13.38
_03502_,13.38
_03919_,13.38
_04540_,13.38
_00561_,13.345
_01497_,13.34
_03494_,13.3
rf.RAM\[5\]\[15\],13.28
rf.RAM\[9\]\[1\],13.28
_03293_,13.22
_02915_,13.2
_04676_,13.2
_03296_,13.1
_01217_,13.08
_03455_,13.08
_03695_,13.08
_04453_,13.08
_03531_,13.06
_04037_,13.06
_04214_,13.06
_04639_,13.06
_04684_,13.06
_01180_,13.04
_03706_,13.04
_03802_,13.04
_04230_,13.04
_02188_,13
_03420_,13
rf.RAM\[4\]\[20\],12.92
rf.RAM\[8\]\[27\],12.86
_03154_,12.76
_02906_,12.74
_04388_,12.74
_01293_,12.72
_04594_,12.7
_00391_,12.665
_02802_,12.64
_03378_,12.62
_03483_,12.62
_03659_,12.62
_04175_,12.62
_03102_,12.58
_04773_,12.58
_04272_,12.56
_01450_,12.52
_03730_,12.52
_04651_,12.52
_04279_,12.5
_03988_,12.48
rf.RAM\[7\]\[31\],12.46
